GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US110010074062,110010074062,"Block Group 2, Census Tract 74.06, District of Columbia, District of Columbia",312,100,68,50,87,65,52,59,15,22,9,14,6,11,5,9,29,32,0,12,0,12,20,19,21,33,0,12,0,12,0,12,0,12
1500000US110010074071,110010074071,"Block Group 1, Census Tract 74.07, District of Columbia, District of Columbia",305,77,26,28,8,12,40,37,12,18,15,24,2,8,41,41,36,35,11,17,39,45,27,27,29,36,0,12,7,11,12,18,0,12
1500000US110010074072,110010074072,"Block Group 2, Census Tract 74.07, District of Columbia, District of Columbia",853,96,166,79,64,50,30,46,52,38,41,37,86,54,12,18,71,53,5,11,61,50,111,62,59,41,51,47,8,14,0,12,36,39
1500000US110010074081,110010074081,"Block Group 1, Census Tract 74.08, District of Columbia, District of Columbia",1052,99,257,87,100,53,95,54,87,60,101,73,93,61,25,39,36,41,17,24,87,48,55,45,82,55,0,12,11,18,0,12,6,9
1500000US110010074091,110010074091,"Block Group 1, Census Tract 74.09, District of Columbia, District of Columbia",425,86,13,16,38,33,65,59,12,14,64,45,31,46,26,32,62,64,26,40,15,25,73,61,0,12,0,12,0,12,0,12,0,12
1500000US110010074092,110010074092,"Block Group 2, Census Tract 74.09, District of Columbia, District of Columbia",437,88,154,70,22,21,25,24,0,12,25,30,0,12,0,12,10,18,0,12,25,24,5,8,83,58,18,23,45,45,25,29,0,12
1500000US110010074093,110010074093,"Block Group 3, Census Tract 74.09, District of Columbia, District of Columbia",680,91,117,63,76,63,32,26,31,40,49,56,43,40,54,61,50,53,67,61,89,80,8,14,37,45,6,11,21,34,0,12,0,12
1500000US110010075021,110010075021,"Block Group 1, Census Tract 75.02, District of Columbia, District of Columbia",998,125,288,97,116,75,62,56,15,18,74,74,74,51,21,25,139,75,0,12,51,50,36,36,60,59,19,25,0,12,26,30,17,28
1500000US110010075022,110010075022,"Block Group 2, Census Tract 75.02, District of Columbia, District of Columbia",689,131,242,93,90,51,33,26,7,11,21,24,28,45,61,58,18,21,33,44,17,26,51,44,36,40,30,24,0,12,7,10,15,20
1500000US110010075031,110010075031,"Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia",331,66,61,35,41,31,0,12,13,13,11,13,5,8,0,12,36,36,50,34,21,21,31,30,17,14,20,21,16,15,0,12,9,14
1500000US110010075032,110010075032,"Block Group 2, Census Tract 75.03, District of Columbia, District of Columbia",568,83,122,44,71,40,31,23,65,49,32,24,36,32,61,36,21,21,0,12,25,27,74,44,16,17,14,18,0,12,0,12,0,12
1500000US110010075041,110010075041,"Block Group 1, Census Tract 75.04, District of Columbia, District of Columbia",988,106,259,93,120,64,145,71,84,56,15,17,6,9,37,28,10,16,49,53,68,36,11,17,91,66,36,41,37,46,14,16,6,10
1500000US110010076011,110010076011,"Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia",285,130,0,12,38,47,0,12,37,46,18,32,0,12,70,71,49,58,15,23,27,30,0,12,9,17,0,12,12,22,0,12,10,18
1500000US110010076012,110010076012,"Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia",277,85,83,56,0,12,13,21,8,14,0,12,32,38,0,12,0,12,12,19,50,54,34,52,11,18,14,21,10,16,10,16,0,12
1500000US110010076013,110010076013,"Block Group 3, Census Tract 76.01, District of Columbia, District of Columbia",579,112,120,96,21,23,21,24,0,12,26,28,21,24,0,12,28,45,43,37,45,37,77,66,55,45,31,28,13,20,38,41,40,44
1500000US110010076014,110010076014,"Block Group 4, Census Tract 76.01, District of Columbia, District of Columbia",364,130,83,81,23,39,57,72,12,20,47,60,11,17,58,52,21,35,14,23,0,12,19,29,19,30,0,12,0,12,0,12,0,12
1500000US110010076015,110010076015,"Block Group 5, Census Tract 76.01, District of Columbia, District of Columbia",303,95,22,35,19,16,41,44,28,33,0,12,12,20,0,12,0,12,8,13,0,12,55,65,67,69,37,38,0,12,14,20,0,12
1500000US110010076031,110010076031,"Block Group 1, Census Tract 76.03, District of Columbia, District of Columbia",759,201,83,114,41,38,0,12,79,78,97,108,36,44,52,86,13,21,31,36,44,51,180,130,61,48,42,52,0,12,0,12,0,12
1500000US110010076032,110010076032,"Block Group 2, Census Tract 76.03, District of Columbia, District of Columbia",372,135,8,16,0,12,14,22,0,12,0,12,26,41,14,25,0,12,27,23,17,29,0,12,124,125,34,39,47,61,49,74,12,21
1500000US110010076033,110010076033,"Block Group 3, Census Tract 76.03, District of Columbia, District of Columbia",244,95,0,12,0,12,14,21,0,12,0,12,13,23,5,11,0,12,9,16,52,37,0,12,15,24,13,22,53,62,59,44,11,22
1500000US110010076034,110010076034,"Block Group 4, Census Tract 76.03, District of Columbia, District of Columbia",585,195,82,111,0,12,0,12,0,12,55,65,39,48,16,25,61,76,84,68,35,51,112,124,47,75,34,46,20,30,0,12,0,12
1500000US110010076041,110010076041,"Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia",477,112,53,47,39,32,33,26,38,26,0,12,28,29,0,12,37,48,18,21,56,56,42,41,56,49,44,43,0,12,24,38,9,15
1500000US110010076042,110010076042,"Block Group 2, Census Tract 76.04, District of Columbia, District of Columbia",672,87,43,42,38,34,0,12,23,21,0,12,37,36,6,10,0,12,16,18,75,50,10,15,208,79,73,45,46,36,45,38,52,45
1500000US110010076043,110010076043,"Block Group 3, Census Tract 76.04, District of Columbia, District of Columbia",467,116,41,36,6,9,11,18,47,44,21,21,19,28,24,29,58,55,11,19,87,66,77,55,37,44,9,15,0,12,6,9,13,15
1500000US110010076051,110010076051,"Block Group 1, Census Tract 76.05, District of Columbia, District of Columbia",289,58,0,12,19,16,11,18,39,28,9,14,6,10,29,26,13,14,0,12,4,7,9,13,57,37,14,18,73,66,6,10,0,12
1500000US110010076052,110010076052,"Block Group 2, Census Tract 76.05, District of Columbia, District of Columbia",1044,105,150,82,70,57,64,47,18,20,9,14,57,42,37,29,60,56,82,61,106,67,98,54,180,88,55,45,46,38,12,20,0,12
1500000US110010076053,110010076053,"Block Group 3, Census Tract 76.05, District of Columbia, District of Columbia",230,72,61,51,45,36,9,14,42,39,47,34,0,12,0,12,0,12,0,12,0,12,9,14,0,12,6,9,0,12,0,12,11,18
1500000US110010077031,110010077031,"Block Group 1, Census Tract 77.03, District of Columbia, District of Columbia",488,101,86,69,50,64,75,79,0,12,0,12,13,21,42,56,0,12,37,39,14,24,41,63,43,42,48,54,39,49,0,12,0,12
1500000US110010077032,110010077032,"Block Group 2, Census Tract 77.03, District of Columbia, District of Columbia",426,147,85,75,0,12,23,28,25,42,0,12,48,60,99,112,65,73,0,12,28,47,0,12,27,44,0,12,26,45,0,12,0,12
1500000US110010077033,110010077033,"Block Group 3, Census Tract 77.03, District of Columbia, District of Columbia",1031,176,306,161,105,79,83,82,125,96,153,125,44,54,18,22,17,25,19,28,37,60,56,55,39,40,13,21,0,12,0,12,16,27
1500000US110010077034,110010077034,"Block Group 4, Census Tract 77.03, District of Columbia, District of Columbia",227,100,63,61,36,41,13,22,0,12,10,25,0,12,0,12,61,75,0,12,0,12,0,12,12,19,0,12,0,12,0,12,32,50
1500000US110010077071,110010077071,"Block Group 1, Census Tract 77.07, District of Columbia, District of Columbia",953,128,94,75,33,34,177,96,23,19,50,45,152,91,9,14,13,21,49,42,141,86,89,64,51,43,64,50,0,12,8,15,0,12
1500000US110010077072,110010077072,"Block Group 2, Census Tract 77.07, District of Columbia, District of Columbia",514,97,6,9,11,16,39,42,15,23,20,23,8,12,60,54,10,11,17,20,68,40,64,36,54,41,71,46,0,12,42,41,29,29
1500000US110010077081,110010077081,"Block Group 1, Census Tract 77.08, District of Columbia, District of Columbia",527,108,129,83,21,22,46,50,11,17,60,50,17,18,30,30,39,52,10,16,43,46,26,29,28,45,61,54,6,10,0,12,0,12
1500000US110010077082,110010077082,"Block Group 2, Census Tract 77.08, District of Columbia, District of Columbia",572,115,121,76,49,52,35,34,63,50,36,41,19,24,18,20,45,42,11,18,24,38,24,25,106,69,13,17,0,12,8,13,0,12
1500000US110010077091,110010077091,"Block Group 1, Census Tract 77.09, District of Columbia, District of Columbia",549,106,92,51,76,65,37,28,43,26,11,14,73,68,56,50,63,46,9,13,30,28,32,37,11,12,12,10,0,12,4,8,0,12
1500000US110010077092,110010077092,"Block Group 2, Census Tract 77.09, District of Columbia, District of Columbia",400,81,39,40,52,47,12,17,20,26,14,18,9,14,18,21,42,39,55,60,71,52,3,7,5,14,21,23,7,10,14,14,18,26
1500000US110010078031,110010078031,"Block Group 1, Census Tract 78.03, District of Columbia, District of Columbia",315,110,27,44,12,19,10,15,34,24,0,12,0,12,53,58,0,12,24,26,17,23,42,59,96,69,0,12,0,12,0,12,0,12
1500000US110010078032,110010078032,"Block Group 2, Census Tract 78.03, District of Columbia, District of Columbia",212,69,19,22,3,8,0,12,58,46,0,12,0,12,20,31,16,23,0,12,44,42,24,27,10,15,0,12,0,12,3,9,15,22
1500000US110010078033,110010078033,"Block Group 3, Census Tract 78.03, District of Columbia, District of Columbia",130,69,0,12,0,12,0,12,13,21,18,27,0,12,0,12,0,12,17,19,29,48,14,18,0,12,31,29,3,10,5,10,0,12
1500000US110010078034,110010078034,"Block Group 4, Census Tract 78.03, District of Columbia, District of Columbia",693,128,102,72,136,87,61,69,94,80,39,49,13,20,5,10,53,47,0,12,65,50,43,58,61,39,6,11,15,13,0,12,0,12
1500000US110010078041,110010078041,"Block Group 1, Census Tract 78.04, District of Columbia, District of Columbia",257,97,66,65,0,12,0,12,28,27,12,19,0,12,18,21,0,12,9,14,46,38,30,50,8,12,0,12,40,42,0,12,0,12
1500000US110010078042,110010078042,"Block Group 2, Census Tract 78.04, District of Columbia, District of Columbia",425,116,84,51,32,31,27,40,0,12,55,58,18,20,50,57,32,41,0,12,25,39,10,15,29,43,10,14,10,15,43,65,0,12
1500000US110010078043,110010078043,"Block Group 3, Census Tract 78.04, District of Columbia, District of Columbia",399,106,31,24,29,38,35,44,27,25,38,46,0,12,0,12,11,17,0,12,52,62,10,17,73,56,28,42,12,19,44,59,9,15
1500000US110010078061,110010078061,"Block Group 1, Census Tract 78.06, District of Columbia, District of Columbia",457,77,131,54,34,21,0,12,36,26,33,32,16,11,34,33,0,12,34,31,30,26,26,20,35,22,40,52,0,12,0,12,8,12
1500000US110010078062,110010078062,"Block Group 2, Census Tract 78.06, District of Columbia, District of Columbia",408,72,68,31,53,39,23,19,5,8,12,20,22,27,31,43,12,18,65,45,16,23,16,16,44,27,0,12,9,10,17,19,15,21
1500000US110010078071,110010078071,"Block Group 1, Census Tract 78.07, District of Columbia, District of Columbia",502,70,65,35,31,23,43,38,80,47,0,12,33,29,16,13,14,12,26,20,61,45,54,48,30,22,28,18,4,7,11,12,6,11
1500000US110010078072,110010078072,"Block Group 2, Census Tract 78.07, District of Columbia, District of Columbia",382,69,59,40,9,11,41,42,102,57,8,12,20,25,13,17,6,10,14,19,36,31,19,17,24,26,19,15,0,12,7,10,5,8
1500000US110010078081,110010078081,"Block Group 1, Census Tract 78.08, District of Columbia, District of Columbia",666,132,139,104,0,12,62,54,85,60,16,23,0,12,0,12,22,35,18,30,72,48,19,30,37,37,44,54,26,34,86,100,40,60
1500000US110010078082,110010078082,"Block Group 2, Census Tract 78.08, District of Columbia, District of Columbia",416,110,76,44,48,43,54,45,8,13,6,9,8,12,11,18,22,28,0,12,82,71,15,24,74,64,12,20,0,12,0,12,0,12
1500000US110010078083,110010078083,"Block Group 3, Census Tract 78.08, District of Columbia, District of Columbia",233,90,68,57,6,11,10,14,0,12,10,16,35,51,0,12,13,20,0,12,0,12,35,35,0,12,49,38,0,12,0,12,7,10
1500000US110010078091,110010078091,"Block Group 1, Census Tract 78.09, District of Columbia, District of Columbia",749,113,126,73,59,43,26,24,96,76,24,24,42,31,50,41,57,53,22,26,51,48,83,62,76,57,30,26,0,12,7,14,0,12
1500000US110010078092,110010078092,"Block Group 2, Census Tract 78.09, District of Columbia, District of Columbia",382,91,28,31,13,18,41,33,10,15,7,12,30,40,22,27,20,25,0,12,52,58,46,36,47,43,33,39,33,55,0,12,0,12
1500000US110010079011,110010079011,"Block Group 1, Census Tract 79.01, District of Columbia, District of Columbia",144,56,26,30,27,38,0,12,8,12,0,12,15,17,19,21,0,12,0,12,19,31,0,12,22,28,8,13,0,12,0,12,0,12
1500000US110010079012,110010079012,"Block Group 2, Census Tract 79.01, District of Columbia, District of Columbia",450,85,37,37,7,11,15,16,45,47,20,32,26,34,52,39,28,30,32,37,24,27,20,31,49,40,17,24,23,29,43,34,12,20
1500000US110010079013,110010079013,"Block Group 3, Census Tract 79.01, District of Columbia, District of Columbia",561,84,92,53,31,25,62,51,23,35,21,22,24,29,7,16,25,31,28,30,0,12,71,49,0,12,60,36,29,33,70,52,18,27
1500000US110010079014,110010079014,"Block Group 4, Census Tract 79.01, District of Columbia, District of Columbia",417,96,100,60,17,19,26,33,60,45,0,12,7,11,9,16,8,15,16,18,0,12,29,27,8,13,61,55,0,12,57,45,19,26
1500000US110010079031,110010079031,"Block Group 1, Census Tract 79.03, District of Columbia, District of Columbia",736,67,81,39,47,31,21,17,46,36,25,17,39,24,10,12,80,43,41,30,58,35,61,37,84,38,76,33,34,22,25,23,8,13
1500000US110010080011,110010080011,"Block Group 1, Census Tract 80.01, District of Columbia, District of Columbia",475,93,0,12,9,14,8,11,15,25,7,10,0,12,34,52,0,12,0,12,22,34,62,57,35,31,79,77,82,44,25,20,97,56
1500000US110010080012,110010080012,"Block Group 2, Census Tract 80.01, District of Columbia, District of Columbia",583,86,10,12,28,42,0,12,0,12,15,16,19,22,22,22,34,32,11,17,17,20,67,43,51,37,68,40,74,42,90,52,77,41
1500000US110010080013,110010080013,"Block Group 3, Census Tract 80.01, District of Columbia, District of Columbia",294,60,7,12,17,18,8,12,9,15,0,12,0,12,0,12,8,13,0,12,19,21,11,16,24,22,17,19,25,29,42,51,107,56
1500000US110010080021,110010080021,"Block Group 1, Census Tract 80.02, District of Columbia, District of Columbia",684,92,45,47,8,12,12,19,15,16,14,22,34,44,35,35,14,23,0,12,0,12,69,60,134,82,99,49,55,33,66,40,84,47
1500000US110010080022,110010080022,"Block Group 2, Census Tract 80.02, District of Columbia, District of Columbia",918,92,5,9,26,28,24,28,14,18,0,12,16,19,11,17,17,26,10,18,27,28,31,36,140,54,162,64,72,48,146,55,217,57
1500000US110010081001,110010081001,"Block Group 1, Census Tract 81, District of Columbia, District of Columbia",322,71,0,12,5,9,0,12,0,12,0,12,7,12,6,10,6,11,8,12,17,20,18,19,68,59,29,27,60,51,16,18,82,34
1500000US110010081002,110010081002,"Block Group 2, Census Tract 81, District of Columbia, District of Columbia",622,87,11,17,11,17,0,12,29,30,0,12,0,12,0,12,16,18,8,13,14,17,114,70,56,37,53,34,48,42,74,37,188,65
1500000US110010081003,110010081003,"Block Group 3, Census Tract 81, District of Columbia, District of Columbia",428,80,11,17,0,12,0,12,0,12,0,12,7,12,0,12,0,12,27,42,42,35,13,22,40,40,77,56,17,19,51,31,143,57
1500000US110010082001,110010082001,"Block Group 1, Census Tract 82, District of Columbia, District of Columbia",388,70,12,17,4,9,10,16,15,16,0,12,10,15,9,16,33,25,0,12,16,19,8,12,65,36,64,44,30,28,13,15,99,39
1500000US110010082002,110010082002,"Block Group 2, Census Tract 82, District of Columbia, District of Columbia",1037,97,65,47,18,28,8,14,12,16,8,12,12,14,0,12,27,25,9,15,80,51,87,48,243,99,88,53,41,29,107,61,232,80
1500000US110010083011,110010083011,"Block Group 1, Census Tract 83.01, District of Columbia, District of Columbia",464,71,23,24,10,15,0,12,6,10,0,12,9,13,0,12,5,9,11,16,28,24,11,12,58,38,43,36,40,37,75,38,145,56
1500000US110010083012,110010083012,"Block Group 2, Census Tract 83.01, District of Columbia, District of Columbia",543,66,7,11,0,12,7,10,0,12,0,12,36,44,9,14,0,12,15,16,0,12,34,37,53,34,101,62,29,26,111,58,141,63
1500000US110010083021,110010083021,"Block Group 1, Census Tract 83.02, District of Columbia, District of Columbia",985,46,33,33,24,22,0,12,29,33,5,8,28,26,8,11,41,29,27,26,35,23,31,22,161,63,141,49,91,40,146,51,185,57
1500000US110010084021,110010084021,"Block Group 1, Census Tract 84.02, District of Columbia, District of Columbia",434,88,0,12,11,16,31,47,5,10,0,12,9,14,7,12,27,32,30,31,0,12,38,30,113,65,20,21,45,51,53,34,45,32
1500000US110010084022,110010084022,"Block Group 2, Census Tract 84.02, District of Columbia, District of Columbia",611,88,95,58,79,45,8,13,0,12,9,15,0,12,19,21,55,40,24,23,0,12,84,57,50,34,64,40,39,37,25,23,60,43
1500000US110010084101,110010084101,"Block Group 1, Census Tract 84.10, District of Columbia, District of Columbia",533,55,17,28,3,4,20,19,11,9,8,13,16,17,6,9,17,22,13,16,25,29,32,24,62,31,120,38,81,36,56,34,46,23
1500000US110010087011,110010087011,"Block Group 1, Census Tract 87.01, District of Columbia, District of Columbia",490,79,0,12,9,10,25,31,6,9,27,36,20,32,45,44,12,15,37,34,4,6,54,28,38,26,49,42,38,33,105,50,21,21
1500000US110010087012,110010087012,"Block Group 2, Census Tract 87.01, District of Columbia, District of Columbia",400,73,46,26,8,9,6,9,2,4,6,7,29,32,26,29,17,20,28,27,48,36,21,21,50,33,35,25,45,33,29,28,4,6
1500000US110010087021,110010087021,"Block Group 1, Census Tract 87.02, District of Columbia, District of Columbia",366,55,44,32,11,11,22,18,9,14,7,11,0,12,15,14,24,23,0,12,42,29,39,28,20,16,38,29,78,41,17,19,0,12
1500000US110010087022,110010087022,"Block Group 2, Census Tract 87.02, District of Columbia, District of Columbia",331,59,119,55,20,21,0,12,6,9,26,21,0,12,11,17,5,7,14,21,27,28,15,17,16,19,26,19,9,10,18,20,19,17
1500000US110010088021,110010088021,"Block Group 1, Census Tract 88.02, District of Columbia, District of Columbia",259,74,19,24,9,14,10,16,27,25,0,12,8,12,0,12,38,45,0,12,22,25,50,42,50,45,18,15,0,12,0,12,8,14
1500000US110010088022,110010088022,"Block Group 2, Census Tract 88.02, District of Columbia, District of Columbia",583,103,160,61,44,26,43,38,38,38,5,10,16,14,9,14,21,35,23,34,37,40,43,47,44,32,60,53,0,12,30,29,10,15
1500000US110010088023,110010088023,"Block Group 3, Census Tract 88.02, District of Columbia, District of Columbia",453,84,24,24,8,12,0,12,37,37,26,23,17,20,36,38,0,12,14,15,50,47,24,23,77,62,49,31,14,17,37,27,40,42
1500000US110010088024,110010088024,"Block Group 4, Census Tract 88.02, District of Columbia, District of Columbia",504,86,44,30,47,47,48,39,28,45,37,46,9,15,28,32,24,24,0,12,0,12,90,61,23,23,63,45,10,16,15,18,38,42
1500000US110010088031,110010088031,"Block Group 1, Census Tract 88.03, District of Columbia, District of Columbia",480,60,162,61,77,49,20,23,24,22,19,21,33,29,21,18,7,13,22,27,11,15,15,22,27,22,36,37,6,9,0,12,0,12
1500000US110010088041,110010088041,"Block Group 1, Census Tract 88.04, District of Columbia, District of Columbia",359,97,32,37,21,22,48,53,1,6,26,42,0,12,0,12,1,7,24,38,58,45,41,35,30,25,11,15,11,16,49,56,6,10
1500000US110010088042,110010088042,"Block Group 2, Census Tract 88.04, District of Columbia, District of Columbia",763,125,97,58,149,87,20,25,73,60,64,58,20,23,25,28,66,65,23,35,29,27,89,61,51,39,38,49,4,7,15,18,0,12
1500000US110010089031,110010089031,"Block Group 1, Census Tract 89.03, District of Columbia, District of Columbia",942,124,123,85,65,56,67,66,63,61,19,29,60,63,50,55,32,40,24,28,26,27,84,63,242,114,57,44,11,18,7,13,12,20
1500000US110010089032,110010089032,"Block Group 2, Census Tract 89.03, District of Columbia, District of Columbia",473,126,109,78,40,52,38,49,58,56,53,59,14,22,25,29,13,21,0,12,23,27,60,51,40,58,0,12,0,12,0,12,0,12
1500000US110010089041,110010089041,"Block Group 1, Census Tract 89.04, District of Columbia, District of Columbia",1051,127,262,107,71,54,71,47,70,56,44,46,85,60,52,41,75,54,5,9,48,44,70,53,77,60,82,53,0,12,39,45,0,12
1500000US110010089042,110010089042,"Block Group 2, Census Tract 89.04, District of Columbia, District of Columbia",508,108,114,65,34,28,76,50,7,12,0,12,40,52,7,11,26,42,17,19,21,34,32,27,78,62,48,43,0,12,8,12,0,12
1500000US110010090001,110010090001,"Block Group 1, Census Tract 90, District of Columbia, District of Columbia",863,105,227,96,63,52,108,56,39,48,13,18,20,22,18,21,15,19,9,13,12,18,68,59,108,62,40,33,21,24,57,44,45,39
1500000US110010090002,110010090002,"Block Group 2, Census Tract 90, District of Columbia, District of Columbia",831,102,175,79,94,57,46,25,49,32,16,19,22,23,26,22,10,14,18,19,62,44,112,64,107,59,46,28,27,30,8,13,13,20
1500000US110010091021,110010091021,"Block Group 1, Census Tract 91.02, District of Columbia, District of Columbia",386,72,27,42,32,36,14,23,17,19,44,41,6,10,0,12,9,14,0,12,55,44,87,53,26,22,62,46,0,12,0,12,7,11
1500000US110010091022,110010091022,"Block Group 2, Census Tract 91.02, District of Columbia, District of Columbia",810,103,143,57,50,43,80,51,6,10,13,20,32,27,23,27,61,48,9,12,89,59,33,25,74,51,95,59,52,32,26,30,24,38
1500000US110010091023,110010091023,"Block Group 3, Census Tract 91.02, District of Columbia, District of Columbia",664,93,144,58,28,38,97,60,8,12,54,56,16,23,11,17,33,32,13,20,61,53,46,37,75,51,46,48,25,30,0,12,7,12
1500000US110010092011,110010092011,"Block Group 1, Census Tract 92.01, District of Columbia, District of Columbia",601,70,44,31,46,36,22,20,19,16,44,30,49,35,19,16,6,9,36,29,65,40,31,29,50,39,29,25,29,30,53,44,59,29
1500000US110010092031,110010092031,"Block Group 1, Census Tract 92.03, District of Columbia, District of Columbia",351,104,90,60,53,57,0,12,0,12,29,27,0,12,0,12,0,12,31,50,8,12,0,12,38,47,28,26,50,55,9,14,15,19
1500000US110010092032,110010092032,"Block Group 2, Census Tract 92.03, District of Columbia, District of Columbia",656,114,36,32,25,23,14,18,25,27,0,12,56,60,0,12,33,42,24,26,8,11,89,62,108,83,56,51,16,19,62,52,104,74
1500000US110010092041,110010092041,"Block Group 1, Census Tract 92.04, District of Columbia, District of Columbia",386,69,51,38,49,49,11,19,3,6,7,11,9,14,0,12,38,35,25,28,39,29,71,56,33,28,18,22,6,14,13,20,13,20
1500000US110010092042,110010092042,"Block Group 2, Census Tract 92.04, District of Columbia, District of Columbia",963,90,358,118,133,65,43,29,86,65,93,60,0,12,18,21,16,25,6,11,94,63,36,30,74,55,0,12,0,12,0,12,6,11
1500000US110010093011,110010093011,"Block Group 1, Census Tract 93.01, District of Columbia, District of Columbia",252,68,26,32,10,15,21,22,0,12,14,17,0,12,0,12,10,16,0,12,9,15,23,26,39,62,47,53,0,12,9,14,44,32
1500000US110010093012,110010093012,"Block Group 2, Census Tract 93.01, District of Columbia, District of Columbia",316,78,11,17,11,18,23,29,0,12,0,12,0,12,11,18,16,19,0,12,65,62,18,20,38,32,26,28,17,26,37,35,43,32
1500000US110010093013,110010093013,"Block Group 3, Census Tract 93.01, District of Columbia, District of Columbia",302,98,36,35,13,18,0,12,9,14,18,20,9,16,10,15,35,52,0,12,0,12,9,15,48,76,70,55,0,12,22,25,23,25
1500000US110010093014,110010093014,"Block Group 4, Census Tract 93.01, District of Columbia, District of Columbia",299,68,0,12,10,14,11,17,0,12,9,16,10,15,10,16,0,12,35,53,53,43,34,32,20,21,14,23,32,31,21,21,40,32
1500000US110010093021,110010093021,"Block Group 1, Census Tract 93.02, District of Columbia, District of Columbia",448,46,4,8,21,26,0,12,4,6,24,27,17,26,21,17,10,13,39,28,57,33,86,44,49,29,42,32,29,20,26,19,19,18
1500000US110010094001,110010094001,"Block Group 1, Census Tract 94, District of Columbia, District of Columbia",258,70,6,9,0,12,32,49,0,12,16,18,15,17,0,12,21,19,0,12,15,18,42,31,38,42,16,19,0,12,40,45,17,19
1500000US110010094002,110010094002,"Block Group 2, Census Tract 94, District of Columbia, District of Columbia",549,110,66,63,24,27,16,17,8,14,42,41,30,24,0,12,49,56,9,16,20,22,21,33,12,21,134,69,17,22,43,32,58,62
1500000US110010094003,110010094003,"Block Group 3, Census Tract 94, District of Columbia, District of Columbia",517,104,9,14,18,22,53,51,16,21,53,49,10,15,0,12,27,42,0,12,19,30,90,71,55,54,53,37,92,54,22,22,0,12
1500000US110010094004,110010094004,"Block Group 4, Census Tract 94, District of Columbia, District of Columbia",327,63,20,23,6,11,13,23,0,12,0,12,6,10,0,12,0,12,0,12,29,34,45,28,84,40,22,20,28,27,18,22,56,47
1500000US110010095011,110010095011,"Block Group 1, Census Tract 95.01, District of Columbia, District of Columbia",783,123,41,30,44,53,48,47,45,63,74,60,42,32,35,44,28,42,65,60,91,69,96,51,84,54,15,23,63,39,9,15,3,6
1500000US110010095012,110010095012,"Block Group 2, Census Tract 95.01, District of Columbia, District of Columbia",356,97,20,23,61,59,0,12,61,67,8,15,21,23,8,12,31,51,19,22,51,57,32,24,44,44,0,12,0,12,0,12,0,12
1500000US110010095013,110010095013,"Block Group 3, Census Tract 95.01, District of Columbia, District of Columbia",624,97,139,70,35,42,20,21,34,37,8,13,43,46,32,29,22,25,18,21,28,25,50,46,104,77,33,27,24,38,26,32,8,15
1500000US110010095031,110010095031,"Block Group 1, Census Tract 95.03, District of Columbia, District of Columbia",628,92,41,41,10,16,21,26,14,16,11,18,36,36,20,24,14,16,26,25,33,26,28,28,150,61,115,60,75,68,22,27,12,19
1500000US110010095032,110010095032,"Block Group 2, Census Tract 95.03, District of Columbia, District of Columbia",284,81,38,42,0,12,19,22,0,12,8,12,14,16,0,12,30,43,0,12,24,22,0,12,95,67,20,22,8,14,18,21,10,16
1500000US110010095033,110010095033,"Block Group 3, Census Tract 95.03, District of Columbia, District of Columbia",313,68,7,12,13,21,16,18,41,35,8,13,0,12,6,10,26,21,7,10,5,9,24,27,88,57,0,12,19,17,42,41,11,17
