GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US110010032001,110010032001,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia",296,83,27,42,0,12,30,28,16,25,9,14,0,12,8,12,0,12,35,55,0,12,31,28,8,12,11,17,107,60,6,10,8,12
1500000US110010032002,110010032002,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia",434,106,34,46,68,65,0,12,10,15,18,21,0,12,43,36,59,65,10,17,32,35,15,14,66,40,38,29,0,12,29,24,12,19
1500000US110010032003,110010032003,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia",590,120,98,73,0,12,42,45,30,49,17,22,9,14,9,14,5,9,25,39,14,22,69,70,63,66,51,46,52,61,40,28,66,49
1500000US110010032004,110010032004,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia",343,80,11,16,9,13,4,8,30,35,0,12,9,13,0,12,19,22,28,25,17,20,24,25,87,52,18,20,5,11,77,50,5,8
1500000US110010033011,110010033011,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",437,82,27,36,34,22,20,17,0,12,14,16,21,23,0,12,0,12,7,11,10,15,14,15,76,57,36,31,7,14,86,52,85,60
1500000US110010033012,110010033012,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia",510,105,20,24,11,16,0,12,0,12,0,12,0,12,0,12,17,19,32,41,39,45,98,73,66,35,18,23,10,14,126,80,73,37
1500000US110010033013,110010033013,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia",519,82,0,12,6,10,0,12,0,12,22,27,0,12,0,12,19,22,23,23,40,36,102,64,61,43,36,28,37,34,38,34,135,67
1500000US110010033021,110010033021,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia",488,74,32,32,23,18,2,5,12,20,0,12,11,12,56,47,10,11,0,12,16,13,55,47,57,35,32,28,81,51,66,33,35,21
1500000US110010033022,110010033022,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia",432,59,32,27,22,18,3,6,0,12,14,15,13,19,0,12,5,8,21,22,11,12,26,24,36,27,50,26,53,34,74,36,72,40
1500000US110010034001,110010034001,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",508,100,129,76,27,24,18,20,29,33,0,12,0,12,10,14,31,49,0,12,61,57,0,12,27,25,58,48,11,19,45,36,62,56
1500000US110010034002,110010034002,"Block Group 2, Census Tract 34, District of Columbia, District of Columbia",646,110,37,30,7,12,0,12,44,33,47,40,18,20,0,12,0,12,10,16,46,50,57,44,55,38,90,45,110,76,34,27,91,69
1500000US110010035001,110010035001,"Block Group 1, Census Tract 35, District of Columbia, District of Columbia",527,68,40,29,24,27,40,32,21,25,0,12,16,25,0,12,0,12,5,8,10,12,57,47,100,50,23,15,82,38,69,42,40,29
1500000US110010035002,110010035002,"Block Group 2, Census Tract 35, District of Columbia, District of Columbia",614,92,206,67,21,16,47,51,17,27,24,24,10,16,0,12,24,28,6,8,6,9,30,34,82,45,52,49,20,19,30,18,39,19
1500000US110010036001,110010036001,"Block Group 1, Census Tract 36, District of Columbia, District of Columbia",772,168,27,46,0,12,0,12,0,12,18,28,11,22,14,22,33,29,21,32,15,24,44,48,180,131,89,78,130,65,77,50,113,77
1500000US110010036002,110010036002,"Block Group 2, Census Tract 36, District of Columbia, District of Columbia",603,141,59,50,39,44,55,39,0,12,23,32,61,56,8,13,52,64,0,12,41,37,50,80,29,28,82,68,13,25,20,22,71,76
1500000US110010036003,110010036003,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",587,124,0,12,16,26,0,12,19,30,0,12,78,65,0,12,0,12,49,64,44,41,33,36,63,42,41,33,0,12,102,82,142,79
1500000US110010037001,110010037001,"Block Group 1, Census Tract 37, District of Columbia, District of Columbia",680,114,0,12,0,12,16,26,145,95,25,39,30,36,24,29,29,36,34,39,5,25,0,12,42,38,23,30,40,40,152,79,115,79
1500000US110010037002,110010037002,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",972,168,234,126,58,77,37,44,21,33,0,12,9,17,46,64,36,58,71,48,21,29,43,33,159,94,87,58,11,19,139,102,0,12
1500000US110010037003,110010037003,"Block Group 3, Census Tract 37, District of Columbia, District of Columbia",748,139,52,37,8,15,13,20,15,25,49,53,17,26,44,68,98,87,0,12,16,26,98,76,80,66,105,84,47,73,51,45,55,39
1500000US110010038001,110010038001,"Block Group 1, Census Tract 38, District of Columbia, District of Columbia",1135,178,91,71,0,12,42,40,0,12,0,12,14,21,0,12,47,72,32,38,30,44,30,39,127,69,197,113,149,109,138,88,238,113
1500000US110010038002,110010038002,"Block Group 2, Census Tract 38, District of Columbia, District of Columbia",1041,155,50,78,58,59,0,12,30,34,64,77,17,26,64,55,24,30,35,40,52,50,82,66,165,93,57,53,59,51,122,90,162,81
1500000US110010038003,110010038003,"Block Group 3, Census Tract 38, District of Columbia, District of Columbia",526,114,66,57,0,12,34,34,0,12,17,29,89,59,10,17,28,48,0,12,50,47,35,41,181,76,16,25,0,12,0,12,0,12
1500000US110010039001,110010039001,"Block Group 1, Census Tract 39, District of Columbia, District of Columbia",867,151,117,84,0,12,29,35,12,20,10,15,13,21,24,29,40,38,16,31,44,42,40,31,247,129,59,49,91,82,81,70,44,51
1500000US110010039002,110010039002,"Block Group 2, Census Tract 39, District of Columbia, District of Columbia",679,124,85,85,15,24,0,12,16,26,0,12,0,12,20,24,0,12,0,12,75,77,92,66,106,60,113,92,12,19,71,56,74,45
1500000US110010039003,110010039003,"Block Group 3, Census Tract 39, District of Columbia, District of Columbia",718,140,13,22,0,12,61,85,9,16,87,77,0,12,27,31,26,43,45,71,54,38,25,28,107,60,41,38,47,45,63,47,113,41
1500000US110010039004,110010039004,"Block Group 4, Census Tract 39, District of Columbia, District of Columbia",382,90,0,12,0,12,17,23,0,12,0,12,0,12,16,26,0,12,15,24,72,72,42,30,43,38,36,34,16,28,29,33,96,49
1500000US110010040011,110010040011,"Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia",694,125,31,35,0,12,84,91,12,20,0,12,0,12,0,12,16,25,0,12,26,30,29,29,179,93,23,27,77,57,44,40,173,78
1500000US110010040012,110010040012,"Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia",380,78,0,12,0,12,0,12,15,24,0,12,17,26,0,12,15,22,0,12,42,39,29,33,17,28,14,23,57,43,68,53,106,60
1500000US110010040013,110010040013,"Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia",1149,132,23,28,0,12,21,31,34,40,0,12,0,12,0,12,0,12,30,33,184,111,87,60,77,44,245,112,90,57,139,77,219,84
1500000US110010040021,110010040021,"Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia",358,92,4,7,28,20,0,12,0,12,5,8,0,12,9,14,0,12,45,44,34,42,20,22,102,62,22,21,27,25,7,11,55,45
1500000US110010040022,110010040022,"Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",981,116,21,19,4,8,25,22,49,54,10,15,0,12,16,13,33,26,35,45,12,15,76,58,195,92,209,93,121,51,66,37,109,43
1500000US110010040023,110010040023,"Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia",440,76,28,35,10,17,0,12,6,9,0,12,24,22,8,12,39,48,10,14,7,12,19,20,118,59,63,49,36,27,41,25,31,24
1500000US110010041001,110010041001,"Block Group 1, Census Tract 41, District of Columbia, District of Columbia",788,105,14,16,14,15,0,12,37,55,0,12,7,11,8,12,0,12,20,22,15,16,64,52,141,83,102,55,117,70,91,41,158,60
1500000US110010041002,110010041002,"Block Group 2, Census Tract 41, District of Columbia, District of Columbia",316,54,0,12,23,36,10,16,0,12,0,12,8,13,0,12,8,12,14,16,16,17,13,14,47,47,40,29,37,29,12,19,88,37
1500000US110010041003,110010041003,"Block Group 3, Census Tract 41, District of Columbia, District of Columbia",332,58,17,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,18,37,24,30,27,8,14,46,43,42,32,128,38
1500000US110010042011,110010042011,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",1074,125,37,35,13,21,53,67,0,12,22,23,0,12,26,30,15,24,12,21,65,51,213,88,193,95,230,107,87,57,39,36,69,47
1500000US110010042012,110010042012,"Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia",1038,108,16,24,0,12,0,12,0,12,0,12,0,12,0,12,17,27,12,19,51,42,174,91,151,69,142,71,106,48,121,71,248,106
1500000US110010042021,110010042021,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",867,114,61,46,16,18,43,33,14,23,15,23,12,14,0,12,0,12,60,46,44,29,124,75,58,35,90,51,67,45,86,46,177,95
1500000US110010042022,110010042022,"Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",845,104,33,27,0,12,0,12,15,17,10,15,22,24,0,12,20,25,51,33,55,36,132,75,120,54,89,47,114,65,68,40,116,46
1500000US110010043001,110010043001,"Block Group 1, Census Tract 43, District of Columbia, District of Columbia",1199,122,76,39,66,43,37,33,83,63,7,12,64,53,33,54,69,50,7,11,69,51,101,64,156,63,103,57,147,90,90,52,91,55
1500000US110010043002,110010043002,"Block Group 2, Census Tract 43, District of Columbia, District of Columbia",749,120,48,44,29,45,17,26,11,17,0,12,31,35,29,31,9,15,0,12,31,30,107,69,59,47,109,84,21,32,109,56,139,64
1500000US110010044001,110010044001,"Block Group 1, Census Tract 44, District of Columbia, District of Columbia",1863,122,182,87,67,76,0,12,21,26,0,12,13,20,102,85,33,38,23,19,24,27,118,95,103,59,226,109,167,92,386,126,398,117
1500000US110010044002,110010044002,"Block Group 2, Census Tract 44, District of Columbia, District of Columbia",785,116,17,26,5,13,0,12,22,39,0,12,0,12,0,12,58,87,30,48,13,20,28,29,64,63,81,75,125,87,144,70,198,75
1500000US110010046001,110010046001,"Block Group 1, Census Tract 46, District of Columbia, District of Columbia",476,88,84,75,43,39,9,14,38,47,27,43,0,12,10,15,0,12,19,15,6,10,0,12,19,20,30,28,70,53,61,46,60,42
1500000US110010046002,110010046002,"Block Group 2, Census Tract 46, District of Columbia, District of Columbia",736,104,33,25,0,12,45,48,8,12,34,42,60,56,25,40,23,24,18,19,40,45,62,59,64,38,72,36,81,63,104,62,67,38
1500000US110010047011,110010047011,"Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",564,133,152,126,79,79,109,84,63,58,0,12,0,12,57,78,28,40,0,12,0,12,0,12,18,32,0,12,0,12,58,90,0,12
1500000US110010047012,110010047012,"Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia",1654,160,312,126,180,115,75,78,121,112,105,86,28,36,0,12,63,64,27,42,76,69,89,68,108,121,165,102,53,69,148,90,104,72
1500000US110010047021,110010047021,"Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",1216,60,140,63,84,46,49,45,26,27,13,20,15,15,10,11,15,18,29,27,78,57,87,47,198,57,117,58,73,47,161,61,121,47
1500000US110010048011,110010048011,"Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",958,124,67,34,73,55,36,47,64,62,19,21,9,14,22,28,0,12,32,20,0,12,26,29,134,57,175,70,75,38,88,63,138,63
1500000US110010048021,110010048021,"Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",684,113,11,18,26,29,0,12,8,12,20,23,23,28,8,13,21,25,13,17,56,52,23,21,130,81,61,44,49,33,98,59,137,71
1500000US110010048022,110010048022,"Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",901,107,157,76,86,62,68,56,59,43,39,41,53,48,33,26,54,51,10,17,11,14,13,14,24,22,147,78,66,58,50,42,31,25
1500000US110010049011,110010049011,"Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia",550,70,120,58,17,26,7,10,65,68,83,57,7,10,0,12,34,25,16,26,30,32,6,9,77,47,7,9,24,26,37,24,20,17
1500000US110010049012,110010049012,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",475,69,64,36,31,25,6,10,6,9,0,12,0,12,6,10,27,42,0,12,24,20,69,44,52,35,17,14,18,15,60,29,95,46
1500000US110010049021,110010049021,"Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",297,82,83,53,50,45,0,12,15,17,27,33,0,12,30,47,0,12,29,32,7,11,0,12,7,12,0,12,19,22,12,19,18,14
1500000US110010049022,110010049022,"Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",1109,103,17,20,63,73,28,27,0,12,33,35,80,59,68,61,41,36,33,52,37,29,17,19,45,29,135,75,107,45,141,55,264,67
1500000US110010050011,110010050011,"Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia",420,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,48,60,24,15,91,50,67,58,66,52,120,60
1500000US110010050012,110010050012,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",537,99,6,12,10,11,6,10,5,9,0,12,51,70,7,11,0,12,5,7,5,8,24,23,79,80,68,50,60,59,58,34,153,61
1500000US110010050021,110010050021,"Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",1061,160,143,108,112,81,140,103,0,12,0,12,103,46,40,47,80,91,0,12,107,79,28,32,73,72,51,53,68,50,55,45,61,44
1500000US110010050022,110010050022,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",1162,185,30,36,56,59,22,36,0,12,7,12,25,22,0,12,23,35,0,12,76,92,86,76,196,130,126,87,148,107,162,88,205,111
1500000US110010050023,110010050023,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",608,187,14,24,0,12,0,12,90,115,0,12,59,93,0,12,43,69,12,19,13,22,14,23,136,113,37,39,80,62,34,31,76,72
1500000US110010050024,110010050024,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",693,163,37,43,53,57,41,45,0,12,13,21,24,39,24,29,29,35,0,12,0,12,177,113,122,74,67,58,21,25,61,73,24,28
1500000US110010052011,110010052011,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",1580,202,188,91,21,23,39,66,61,95,25,37,38,46,52,66,34,39,11,36,157,122,239,163,152,92,110,127,44,50,167,115,242,134
1500000US110010052012,110010052012,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia",954,182,0,12,11,19,0,12,0,12,0,12,34,56,64,103,0,12,0,12,61,57,32,30,114,83,155,114,74,50,154,88,255,155
1500000US110010052013,110010052013,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",584,113,27,32,0,12,0,12,0,12,11,17,0,12,29,47,22,35,13,22,13,21,104,111,62,73,127,92,42,49,57,48,77,58
1500000US110010052014,110010052014,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia",970,201,147,140,0,12,20,32,0,12,0,12,0,12,50,55,22,37,13,20,0,12,47,36,48,55,166,97,85,73,87,57,285,143
1500000US110010053011,110010053011,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia",575,122,0,12,14,22,0,12,0,12,16,25,6,11,12,20,60,74,33,36,24,28,12,19,63,53,92,55,52,62,129,79,62,43
1500000US110010053012,110010053012,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia",855,132,16,25,0,12,0,12,0,12,16,26,10,17,27,31,10,16,0,12,15,24,38,45,168,90,149,81,97,59,129,80,180,87
1500000US110010053013,110010053013,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",1027,135,146,70,18,29,0,12,0,12,17,27,159,122,0,12,25,28,26,30,94,85,171,94,120,60,27,30,68,53,88,52,68,45
1500000US110010053014,110010053014,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",976,140,86,84,0,12,0,12,13,21,0,12,15,23,0,12,12,19,83,81,70,50,83,50,111,78,90,70,85,84,106,58,222,93
1500000US110010055001,110010055001,"Block Group 1, Census Tract 55, District of Columbia, District of Columbia",499,168,10,16,0,12,43,67,0,12,0,12,58,65,0,12,0,12,18,30,29,37,30,33,10,16,181,146,48,53,27,44,45,55
1500000US110010055002,110010055002,"Block Group 2, Census Tract 55, District of Columbia, District of Columbia",1576,233,52,38,23,37,26,31,0,12,0,12,19,31,0,12,34,38,0,12,186,122,80,70,300,161,87,67,108,89,163,105,498,229
1500000US110010055003,110010055003,"Block Group 3, Census Tract 55, District of Columbia, District of Columbia",1106,183,143,111,13,23,25,40,52,61,0,12,25,41,0,12,0,12,72,92,76,72,128,99,132,107,99,74,104,84,53,59,184,99
1500000US110010055004,110010055004,"Block Group 4, Census Tract 55, District of Columbia, District of Columbia",563,164,123,151,0,12,11,17,0,12,81,129,24,39,0,12,0,12,0,12,50,58,38,59,50,48,24,39,65,64,52,52,45,45
1500000US110010055005,110010055005,"Block Group 5, Census Tract 55, District of Columbia, District of Columbia",488,130,115,82,16,26,0,12,0,12,0,12,20,33,0,12,0,12,10,17,0,12,78,76,53,52,99,112,11,18,13,20,73,62
1500000US110010056001,110010056001,"Block Group 1, Census Tract 56, District of Columbia, District of Columbia",1339,190,209,111,83,66,14,22,55,45,40,51,38,36,23,29,77,73,64,50,161,130,52,50,149,106,109,65,62,46,120,93,83,70
1500000US110010056002,110010056002,"Block Group 2, Census Tract 56, District of Columbia, District of Columbia",1003,196,120,95,105,81,19,29,108,100,0,12,0,12,0,12,54,50,56,54,45,42,38,51,4,11,87,54,60,58,31,44,276,109
1500000US110010056003,110010056003,"Block Group 3, Census Tract 56, District of Columbia, District of Columbia",560,159,42,33,15,24,15,24,16,25,0,12,0,12,0,12,15,23,19,36,13,22,67,62,81,62,32,52,61,69,160,128,24,28
1500000US110010056004,110010056004,"Block Group 4, Census Tract 56, District of Columbia, District of Columbia",677,182,137,82,22,23,14,23,45,72,0,12,8,13,0,12,11,18,11,17,0,12,38,42,35,49,36,42,61,51,36,40,223,168
1500000US110010058001,110010058001,"Block Group 1, Census Tract 58, District of Columbia, District of Columbia",634,102,0,12,0,12,0,12,8,14,0,12,0,12,21,24,7,10,8,12,11,17,27,21,81,44,130,63,67,53,110,51,164,62
1500000US110010058002,110010058002,"Block Group 2, Census Tract 58, District of Columbia, District of Columbia",1084,102,170,59,9,14,0,12,21,17,16,14,43,45,17,21,22,19,21,25,19,22,59,50,83,44,95,49,114,59,183,70,212,69
1500000US110010059001,110010059001,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",1394,86,138,67,39,26,26,23,18,19,5,8,64,52,19,17,17,18,38,37,94,54,67,49,197,76,134,52,192,92,144,68,202,64
1500000US110010062021,110010062021,"Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US110010064001,110010064001,"Block Group 1, Census Tract 64, District of Columbia, District of Columbia",506,76,143,64,94,54,59,43,40,30,23,23,30,38,38,50,0,12,0,12,24,28,5,7,13,11,21,22,0,12,7,10,9,13
1500000US110010064002,110010064002,"Block Group 2, Census Tract 64, District of Columbia, District of Columbia",447,98,151,69,13,14,18,18,60,50,36,32,45,45,49,52,6,10,14,16,13,21,27,34,0,12,5,9,0,12,10,18,0,12
1500000US110010065001,110010065001,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia",497,64,11,12,4,6,0,12,0,12,23,38,25,22,9,15,16,20,13,20,36,27,40,41,86,50,45,38,55,52,48,28,86,45
1500000US110010065002,110010065002,"Block Group 2, Census Tract 65, District of Columbia, District of Columbia",661,96,0,12,8,12,7,12,6,10,16,18,35,44,13,16,13,20,0,12,16,16,37,32,55,34,59,37,61,37,114,64,221,80
1500000US110010066001,110010066001,"Block Group 1, Census Tract 66, District of Columbia, District of Columbia",855,86,9,13,16,19,9,15,0,12,8,13,21,21,9,11,15,17,0,12,13,15,20,20,107,53,78,47,103,45,152,51,295,72
1500000US110010067001,110010067001,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia",530,71,0,12,0,12,7,11,7,11,0,12,0,12,0,12,0,12,7,11,39,34,35,32,65,39,86,38,51,37,96,57,137,52
1500000US110010067002,110010067002,"Block Group 2, Census Tract 67, District of Columbia, District of Columbia",584,80,19,29,0,12,0,12,35,44,0,12,7,13,6,10,20,18,0,12,20,23,51,34,23,22,105,61,52,39,26,24,220,67
1500000US110010067003,110010067003,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia",673,105,35,43,0,12,0,12,0,12,7,11,0,12,6,9,23,22,14,21,0,12,49,43,54,35,76,60,90,54,91,56,228,76
1500000US110010068011,110010068011,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",555,71,53,41,26,25,32,26,0,12,25,29,10,10,17,13,10,12,18,21,67,49,22,13,84,43,60,37,45,25,30,24,56,29
1500000US110010068012,110010068012,"Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia",283,45,5,8,0,12,11,12,0,12,0,12,5,8,22,28,5,7,15,19,9,10,36,27,41,26,40,28,21,19,52,26,21,14
1500000US110010068021,110010068021,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",325,48,24,24,5,9,0,12,5,7,6,9,4,6,19,21,11,12,9,14,36,25,8,10,20,18,22,19,25,16,54,33,77,39
1500000US110010068022,110010068022,"Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",590,61,33,32,19,17,26,18,15,13,6,10,27,27,25,16,46,41,0,12,17,15,21,13,46,36,72,35,55,37,77,27,105,45
1500000US110010068041,110010068041,"Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US110010069001,110010069001,"Block Group 1, Census Tract 69, District of Columbia, District of Columbia",908,64,69,65,44,45,23,23,35,40,31,22,20,24,19,21,0,12,24,20,89,67,64,53,78,55,112,63,76,56,83,41,141,66
1500000US110010069002,110010069002,"Block Group 2, Census Tract 69, District of Columbia, District of Columbia",283,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,28,23,0,12,9,15,9,12,83,49,42,34,105,46
1500000US110010070001,110010070001,"Block Group 1, Census Tract 70, District of Columbia, District of Columbia",679,79,55,58,0,12,0,12,0,12,0,12,0,12,0,12,10,15,11,17,8,12,63,35,84,44,83,41,101,41,103,73,161,50
1500000US110010070002,110010070002,"Block Group 2, Census Tract 70, District of Columbia, District of Columbia",498,67,10,15,20,22,9,14,0,12,0,12,0,12,0,12,0,12,25,23,32,29,111,60,65,35,79,52,12,18,64,36,71,36
1500000US110010071001,110010071001,"Block Group 1, Census Tract 71, District of Columbia, District of Columbia",307,89,81,66,6,11,37,46,0,12,0,12,0,12,0,12,10,15,0,12,18,30,51,53,28,24,15,16,10,15,35,36,16,18
1500000US110010071002,110010071002,"Block Group 2, Census Tract 71, District of Columbia, District of Columbia",1074,90,142,85,77,65,30,26,32,37,62,55,41,46,19,20,24,22,44,36,15,16,86,66,122,49,90,54,74,42,74,40,142,51
1500000US110010072001,110010072001,"Block Group 1, Census Tract 72, District of Columbia, District of Columbia",1548,135,36,32,29,37,26,33,21,35,0,12,27,33,31,28,47,39,55,40,44,32,66,48,248,71,296,99,151,71,385,96,86,44
1500000US110010072002,110010072002,"Block Group 2, Census Tract 72, District of Columbia, District of Columbia",564,92,80,39,95,51,34,36,14,25,14,21,0,12,9,13,37,28,8,13,44,36,13,14,70,43,16,18,57,47,41,39,32,31
1500000US110010073011,110010073011,"Block Group 1, Census Tract 73.01, District of Columbia, District of Columbia",852,86,25,24,0,12,0,12,22,17,52,30,81,47,66,49,29,25,49,31,62,33,67,48,163,68,45,42,98,65,56,46,37,29
1500000US110010073041,110010073041,"Block Group 1, Census Tract 73.04, District of Columbia, District of Columbia",844,78,225,84,43,35,98,65,62,50,18,29,8,13,20,32,43,34,57,42,40,34,79,64,45,38,39,30,19,24,33,33,15,17
1500000US110010073042,110010073042,"Block Group 2, Census Tract 73.04, District of Columbia, District of Columbia",234,66,54,48,33,31,10,19,10,16,0,12,0,12,18,28,19,21,0,12,7,11,36,41,31,28,0,12,6,10,0,12,10,14
1500000US110010073043,110010073043,"Block Group 3, Census Tract 73.04, District of Columbia, District of Columbia",163,46,34,40,11,16,0,12,23,35,8,12,0,12,0,12,11,17,8,12,0,12,34,32,27,22,7,11,0,12,0,12,0,12
1500000US110010074011,110010074011,"Block Group 1, Census Tract 74.01, District of Columbia, District of Columbia",473,61,174,63,76,40,40,32,25,22,9,14,39,28,21,19,0,12,25,25,8,13,33,26,5,9,13,21,0,12,5,9,0,12
1500000US110010074012,110010074012,"Block Group 2, Census Tract 74.01, District of Columbia, District of Columbia",426,64,188,65,16,14,31,30,81,36,41,32,16,20,11,17,0,12,0,12,19,28,0,12,23,18,0,12,0,12,0,12,0,12
1500000US110010074031,110010074031,"Block Group 1, Census Tract 74.03, District of Columbia, District of Columbia",1081,77,238,97,159,86,46,41,46,48,90,49,143,102,39,33,38,51,30,28,70,61,83,58,34,37,26,26,20,31,0,12,19,30
1500000US110010074041,110010074041,"Block Group 1, Census Tract 74.04, District of Columbia, District of Columbia",757,123,118,70,68,49,51,59,123,84,76,55,95,70,9,14,48,45,16,19,22,35,52,60,30,51,0,12,0,12,49,74,0,12
1500000US110010074042,110010074042,"Block Group 2, Census Tract 74.04, District of Columbia, District of Columbia",268,97,31,38,0,12,72,50,0,12,18,27,0,12,17,26,20,31,0,12,34,43,0,12,50,36,0,12,26,40,0,12,0,12
1500000US110010074043,110010074043,"Block Group 3, Census Tract 74.04, District of Columbia, District of Columbia",154,89,49,51,20,31,0,12,0,12,44,56,0,12,0,12,0,12,0,12,24,39,11,18,6,11,0,12,0,12,0,12,0,12
1500000US110010074061,110010074061,"Block Group 1, Census Tract 74.06, District of Columbia, District of Columbia",642,97,66,50,25,39,56,44,55,44,11,18,81,63,21,32,61,62,75,68,52,43,75,56,26,28,24,26,14,23,0,12,0,12
